codice,"sito associazione",email
1,http://aimbitalia.it,info@aimbitalia.it
2,http://www.castingeprovini.com,info@castingeprovini.com
3,http://www.federdanza-agis.org,info@federdanza-agis.com
4,http://associazionevox.com,info@associazionevox.com
5,http://associazionevox.com,info@associazionevox.it
6,http://www.cinemazero.org,cinemazero@cinemazero.it
7,http://cultura.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
8,http://cultura.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
9,http://cultura.regione.emilia-romagna.it,cultura@regione.emilia-romagna.it
10,http://www.ferraramusica.it/,biglietteria@ferraramusica.it
11,http://www.ferraramusica.it/,ufficiostampa@ferraramusica.it
12,http://www.cini.it,fondazionegiorgiocini@pec.it
13,http://www.cini.it,segr.gen@cini.it
14,http://www.cini.it,stampa@cini.it
15,http://www.cini.it,marketing@cini.it
16,http://www.cini.it,ufficio.editoriale@cini.it
17,http://www.cini.it,centrobranca@cini.it
18,http://www.cini.it,congressi@cini.it
19,http://www.cini.it,coordinamento.biblioteche@cini.it
20,http://www.cini.it,arte@cini.it
21,http://www.cini.it,storia@cini.it
22,http://www.cini.it,musica@cini.it
23,http://www.cini.it,vivaldi@cini.it
24,http://www.cini.it,musica.comparata@cini.it
25,http://www.cini.it,musica.antica@cini.it
26,http://www.cini.it,teatromelodramma@cini.it
27,http://www.cini.it,accademiasangiorgio@cini.it
28,http://www.musicanovecento.com,assmusicanovecento@gmail.com
29,http://www.musicanovecento.com,musica900@pec.it
30,http://www.musicaperta.it,info@musicaperta.it
31,http://www.cittadarte.emilia-romagna.it,supportocitta@aptservizi.com
32,http://www.cittadarte.emilia-romagna.it,supportoweb@aptservizi.com
33,http://www.comune.modena.it,piazzagrande@comune.modena.it
34,http://www.comune.modena.it,comune.modena@cert.comune.modena.it
35,http://www.flautomagico.it,formigine@flautomagico.it
36,http://www.comune.modena.it,retecivica@comune.modena.it
37,http://www.flautomagico.it,maranello@flautomagico.it
38,http://www.flautomagico.it,modena@flautomagico.it
39,http://www.flautomagico.it,castelnuovo@flautomagico.it
40,http://www.flautomagico.it,info@flautomagico.it
41,http://www.comune.russi.ra.it,pg.comune.russi.ra.it@legalmail.it
42,http://www.comune.russi.ra.it,urp@comune.russi.ra.it
43,http://emiliaromagnaedintorni.it,hysen@libero.it
44,http://www.occhioallanotizia.it,redazione@occhioallanotizia.it
45,http://www.ilflaneur.com,redazione@ilflaneur.com
46,http://www.ilflaneur.com,valentina.sala@ilflaneur.com
47,http://www.ilflaneur.com,daniele.frisco@ilflaneur.com
48,http://www.ilflaneur.com,commerciale@ilflaneur.comÂ
49,http://www.ilflaneur.com,ref=&quot;mailto:redazione@ilflaneur.com&quot;&gt;redazione@ilflaneur.com&lt;/a&gt;
50,http://www.imolaviverelamusica.it,Gomezinfo@imolaviverelamusica.it
51,http://www.imolaviverelamusica.it,info@imolaviverelamusica.it
52,http://www.almc.it,almcbabi@tiscalinet.it
53,http://www.almc.it,per.almc@alice.it
54,http://www.amicidellamusicamilano.it,info@amicidellamusicamilano.it
55,http://www.corosantospirito.it/,info@corosantospirito.it
56,http://www.corosantospirito.it/,bighi.francesco@gmail.com
57,http://www.corsincitta.it,info@corsincitta.it
58,http://www.csibologna.it/,info@csibologna.it
59,http://www.csibologna.it/,presidenza@csibologna.it
60,http://www.csibologna.it/,amministrazione@csibologna.it
61,http://www.csibologna.it/,ufficiostampa@csibologna.it
62,http://www.csibologna.it/,attivitasportiva@csibologna.it
63,http://www.csibologna.it/,tesseramento@csibologna.it
64,http://www.csibologna.it/,formazione@csibologna.it
65,http://www.indire.it,indire@pec.it
66,http://www.provincia.re.it,info@provincia.re.it
67,http://www.amicimusica.fi.it,info@amicimusica.fi.it
68,http://www.amicimusica.fi.it,mailbox@amicimusica.fi.it
69,http://www.amicimusica.fi.it,segreteria@amicimusica.fi.it
70,http://www.amicimusica.fi.it,masterclasses@amicimusica.fi.it
71,http://www.amicimusica.fi.it,promozione@amicimusica.fi.it
72,http://www.amicimusica.fi.it,segreteria.artistica@amicimusica.fi.it
73,http://www.amicimusica.fi.it,uffstampa@amicimusica.fi.it
74,http://www.informagiovanni.it,informagiovani@comune.sanlazzaro.bo.it
75,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=649919bd5e35aa890967965fd1e8d6
76,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=7ea2cec483df5c1c9f881af398a4f4
77,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=487b831496746f088c38b3962b5515
78,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=3ccc09ca000943db7d8bb842259243
79,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=bb94cc964041637c4d30ccd22abbaa
80,http://www.regione.emilia-romagna.it,er@regione.emilia-romagna.it
81,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=f679d5bf4a4dd11c3ce92ccf6939a5
82,http://www.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
83,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=8b5b58a5a4bcf073ccfec8e4aa5b7d
84,http://www.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
85,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=27a346e271ee82c9b11dbd44e6ac24
86,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=8eea49cc3faf2e9c1d080c4d46f704
87,http://www.amicimusica.ud.it,info.amicimusica@amicimusica.ud.it
88,http://www.informagiovanni.it,php/component/mailto/?tmpl=component&amp;template=accessible&amp;link=bdba431d95c305689e1299f7babb59
89,http://fitel-pmt.it,fitel.piemonte@gmail.com
90,http://www.amicimusicasacra.com,INFO@AIAMS.IT
91,http://www.amicimusicasacra.com,info@aiams.it
92,http://www.anbimapiemonte.it,info@anbimapiemonte.it
93,http://www.sa-ero.archivi.beniculturali.it,sa-ero@beniculturali.it
94,http://www.lamusicainterna.it,info@lamusicainterna.it
95,http://www.laprimaweb.it,redazione@laprimaweb.it
96,http://www.scuoladiteatrodibologna.it,info@scuoladiteatrodibologna.it
97,http://www.lescuoledirecitazione.it,info@teatrodigioia.it
98,http://www.lescuoledirecitazione.it,accademiaspettacolo@gmail.com
99,http://www.scuolamusicale.com,info@scuolamusicale.com
100,http://www.scuolamusicale.com,segreteria@scuolamusicale.com
101,http://www.danza.it,direzione@pubbliweb.it
102,http://www.danza.it,info@danza.it
103,http://www.danza.it,%20info@pubbliweb.it?subject=segnalazione%20sito%20di%20danza
104,http://www.danza.it,%20info@danza.it
105,http://www.luciasardo.it,info@luciasardo.it
106,http://www.luciasardo.it,info@luciasardo
107,http://www.luciasardo.it,maurizio.leonardi@yahoo.co.uk
108,http://www.macine.net,silvia.sbordoni@gmail.com
