codice,"sito associazione",email
20,http://cultura.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
21,http://cultura.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
22,http://cultura.regione.emilia-romagna.it,cultura@regione.emilia-romagna.it
28,http://www.lamusicainterna.it,info@lamusicainterna.it
29,http://www.provincia.ra.it,urp@mail.provincia.ra.it
30,http://www.provincia.ra.it,provra@cert.provincia.ra.it
31,http://www.corosantospirito.it/,info@corosantospirito.it
32,http://www.corosantospirito.it/,bighi.francesco@gmail.com
37,http://www.provincia.re.it,info@provincia.re.it
71,http://www.csibologna.it/,info@csibologna.it
72,http://www.csibologna.it/,presidenza@csibologna.it
73,http://www.csibologna.it/,amministrazione@csibologna.it
74,http://www.csibologna.it/,ufficiostampa@csibologna.it
75,http://www.regione.emilia-romagna.it,er@regione.emilia-romagna.it
76,http://www.csibologna.it/,attivitasportiva@csibologna.it
77,http://www.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
78,http://www.csibologna.it/,tesseramento@csibologna.it
79,http://www.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
80,http://www.csibologna.it/,formazione@csibologna.it
88,http://ibc.regione.emilia-romagna.it,direzioneibc@postacert.regione.emilia-romagna.it
89,http://ibc.regione.emilia-romagna.it,peiibacn@postacert.regione.emilia-romagna.it
90,http://ibc.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
91,http://ibc.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
92,http://ibc.regione.emilia-romagna.it,direzioneibc@regione.emilia-romagna.it
108,http://rivista.ibc.regione.emilia-romagna.it,direzioneibc@postacert.regione.emilia-romagna.it
109,http://rivista.ibc.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
110,http://rivista.ibc.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
111,http://scuola.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
112,http://scuola.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
113,http://scuola.regione.emilia-romagna.it,scuola@regione.emilia-romagna.it
116,http://www.danzaurbana.it,info@danzaurbana.it
117,http://sociale.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
118,http://sociale.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
119,http://sociale.regione.emilia-romagna.it,infosociale@regione.emilia-romagna.it
123,http://www.assonanza.it,eventi@assonanza.it
124,http://www.assonanza.it,foto@assonanza.it
125,http://www.assonanza.it,mirandola@fondazionecgandreoli.it
126,http://www.assonanza.it,daniela.ghesini@gmail.com
270,http://www.informagiovani.fe.it,informagiovani@comune.fe.it
355,http://www.anmb.net,anmb@anmb.net
356,http://www.anmb.net,associazionemaestriballo@pec.it
414,http://www.teatronecessario.it/,info@teatronecessario.it
415,http://www.teatronecessario.it/,daisy@teatronecessario.it
416,http://www.teatronucleo.org,info@teatronucleo.org
417,http://www.teatronucleo.org,organizzazione@teatronucleo.org
418,http://www.teatronucleo.org,cett@teatronucleo.org
419,http://www.teatronucleo.org,amministrazione@teatronucleo.org
485,http://www.flautomagico.it,formigine@flautomagico.it
486,http://www.flautomagico.it,maranello@flautomagico.it
487,http://www.flautomagico.it,modena@flautomagico.it
488,http://www.flautomagico.it,castelnuovo@flautomagico.it
489,http://www.flautomagico.it,info@flautomagico.it
504,http://www.ferraramusica.it/,biglietteria@ferraramusica.it
505,http://www.ferraramusica.it/,ufficiostampa@ferraramusica.it
537,http://www.comune.rimini.it,protocollo.generale@pec.comune.rimini.itÂ
538,http://www.comune.rimini.it,protocollo.generale@pec.comune.rimini.it
541,http://www.comune.modena.it,piazzagrande@comune.modena.it
542,http://www.comune.modena.it,comune.modena@cert.comune.modena.it
543,http://www.comune.modena.it,retecivica@comune.modena.it
546,http://www.ausilioteca.org/,info@ausilioteca.org
552,http://www.cefaonlus.it,info@cefaonlus.it
553,http://www.accaparlante.it/,cdh@accaparlante.it
554,http://www.accaparlante.it/,roberto.parmeggiani@accaparlante.it
555,http://www.accaparlante.it/,claudio@accaparlante.it
556,http://www.accaparlante.it/,coop@accaparlante.it
557,http://www.accaparlante.it/,giovanna@accaparlante.it
558,http://www.accaparlante.it/,nicola@accaparlante.it
559,http://www.accaparlante.it/,valeria@accaparlante.it
560,http://www.accaparlante.it/,massimo@accaparlante.it
561,http://www.accaparlante.it/,sandra@accaparlante.it
562,http://www.accaparlante.it/,emanuela@accaparlante.it
563,http://www.accaparlante.it/,tristano.redeghieri@accaparlante.it
564,http://www.accaparlante.it/,amministrazione@accaparlante.it
565,http://www.accaparlante.it/,michela.defalco@accaparlante.it
568,http://www.associazioneaip.org,info@associazioneaip.org
569,http://www.aiasbo.it/,info@aiasbo.it
570,http://www.aiasbo.it/,aiasbo@legalmail.it
571,http://www.aiasbo.it/,soggiorni@aiasbo.it
572,http://www.astrofiliimolesi.it/,info@astrofiliimolesi.it
573,http://www.astrofiliimolesi.it/,consiglio@astrofiliimolesi.it
574,http://www.ilmartinpescatore.org,info@ilmartinpescatore.org
575,http://www.emi.it,info@emi.it
576,http://www.aifo.it/,info@aifo.it
577,http://www.ancoraservizi.it,info@ancoraservizi.it
578,http://www.anpasemiliaromagna.org/,info@anpasemiliaromagna.org
585,http://www.casagianni.net/Casa_Gianni/ASAT.html,asat@casagianni.net
586,http://cooperativaquintoangolo.jimdo.com/,cooperativaquintoangolo@gmail.com
587,http://cooperativaquintoangolo.jimdo.com/,cooperativaquintoangolo@gmail.pec.com
588,http://ilbaobab.com/,ilbaobab@libero.it
589,http://www.globalaid.it,info@globalaid.it
597,http://www.cimcoop.it/,Info@cimcoop.itT
598,http://www.cimcoop.it/,Nellasveronica.nellas@cimcoop.itD
599,http://www.cimcoop.it/,Marchettimichele.marchetti@cimcoop.it
600,http://www.cimcoop.it/,Info@cimcoop.it
601,http://www.cimcoop.it/,veronica.nellas@cimcoop.it
602,http://www.cimcoop.it/,michele.marchetti@cimcoop.it
603,http://www.coopilpellicano.org,minelli@coopilpellicano.org
604,http://www.coopilpellicano.org,pagani@coopilpellicano.org
605,http://www.coopilpellicano.org,primaria@coopilpellicano.org
606,http://www.coopilpellicano.org,clienti@coopilpellicano.org
607,http://www.coopilpellicano.org,servizi@coopilpellicano.org
608,http://www.coopilpellicano.org,cooperativa@coopilpellicano.org
609,http://www.coopilpellicano.org,servizisocioeducativi@coopilpellicano.org
610,http://www.ilmosaicocooperativa.com/,coopmosaico@yahoo.com
611,http://www.coopabantu.it/,info@coopabantu.it
612,http://www.ramazzini.org/,info@ramazzini.it
613,http://www.ramazzini.org/,info@pec.ramazzini.it
614,http://www.ramazzini.org/,pisanop@ramazzini.it
615,http://www.ramazzini.org/,crccm@pec.ramazzini.it
616,http://www.ramazzini.org/,belpoggif@ramazzini.it
617,http://www.ramazzini.org/,segreteria.crc@ramazzini.it
618,http://www.ramazzini.org/,events@ramazzini.it
619,http://www.ramazzini.org/,poliambulatorio@ramazzini.it
620,http://www.ramazzini.org/,lauriolam@glplifetest.org
621,http://www.altercoop.it/,info@altercoop.it
622,http://www.altercoop.it/,rosanna.zerbini@altercoop.it
623,http://www.altercoop.it/,amministrazione@altercoop.it
624,http://www.altercoop.it/,roberto.merola@altercoop.it
625,http://www.altercoop.it/,steragenzia@gmail.com
626,http://www.altercoop.it/,francescocovi@aol.com
627,http://www.altercoop.it/,niko@policartasrl.it
628,http://www.altercoop.it/,stefano.ercolano@libero.it
629,http://www.altercoop.it/,stefano.billi@altercoop.it
630,http://www.altercoop.it/,sciutoct@gmail.com
631,http://www.altercoop.it/,g.lotito@libero.it
632,http://www.altercoop.it/,chiappini@alice.it
633,http://www.altercoop.it/,dellortostefano@alice.it
634,http://www.altercoop.it/,bado.o@egroupnet.it
635,http://www.altercoop.it/,mauromiani@tiscali.it
636,http://www.altercoop.it/,gipi3@libero.it
